last_edited_by,date_added,last_edited_date,raw_source,vessel_id,port,key,arr_date,port_master,aphorism,holiday_greeting,wisdom,saying,vessel_name,tonnage,length_overall,flag_country,vessel_company,vessel_type
Clepper Jessen,2035-10-09T00:00:00Z,2035-10-10T00:00:00Z,South Paackland harbor reports,hooklinesinkera2d,City of South Paackland,0,2035-09-29T00:00:00Z,Portmaster of South Paackland,NA,NA,NA,Ships at a distance have every man's wish on board.,"Hook, Line & Sinker",3200,110,Oceanus,Cox-Donovan,Fishing
Clepper Jessen,2035-11-12T00:00:00Z,2035-11-22T00:00:00Z,Lomark harbor reports,redfinpickerelraider744,City of Lomark,0,2035-11-07T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",Merry Anoia's Cleaning to you all!,"An island is not a place, it's a feeling.","The cure for anything is salt water – sweat, tears, or the sea.",Redfin Pickerel Raider,900,80,Solterrix,Solis PLC,Fishing
Junior Shurdlu,2035-11-17T00:00:00Z,2035-11-21T00:00:00Z,Lomark harbor reports,redfinpickerelraider744,City of Lomark,1,2035-11-07T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",Merry Anoia's Cleaning to you all!,"Boating is not just a sport or a hobby, it's a lifestyle.","The cure for anything is salt water – sweat, tears, or the sea.",Redfin Pickerel Raider,900,80,Solterrix,Solis PLC,Fishing
Haenyeo Hyun-Ki,2035-06-14T00:00:00Z,2035-06-24T00:00:00Z,Lomark harbor reports,redfinpickerelraider744,City of Lomark,2,2035-06-12T00:00:00Z,Portmaster of Lomark,NA,Wonderful Lunch of VonLipwig to each of you!,NA,An islander knows the true value of a single shell.,Redfin Pickerel Raider,900,80,Solterrix,Solis PLC,Fishing
Haenyeo Hyun-Ki,2035-07-24T00:00:00Z,2035-07-28T00:00:00Z,Paackland harbor reports,redfinpickerelraider744,City of Paackland,0,2035-07-17T00:00:00Z,Portmaster of Paackland,Life takes you down many paths but my favorite ones lead to the beach.,Merry Unification Day to you all!,What would an ocean be without a monster lurking in the dark? It would be like sleep without dreams.,"The sea, the majestic sea, breaks everything, crushes everything, cleans everything, takes everything...from me.",Redfin Pickerel Raider,900,80,Solterrix,Solis PLC,Fishing
Clepper Jessen,2035-04-12T00:00:00Z,2035-04-17T00:00:00Z,Paackland harbor reports,redfinpickerelraider744,City of Paackland,1,2035-04-08T00:00:00Z,Portmaster of Paackland,The sea hates a coward.,NA,"The ocean stirs the heart, inspires the imagination, and brings eternal joy to the soul.",Man cannot discover new oceans unless he has the courage to lose sight of the shore.,Redfin Pickerel Raider,900,80,Solterrix,Solis PLC,Fishing
Junior Shurdlu,2035-05-13T00:00:00Z,2035-05-19T00:00:00Z,Paackland harbor reports,redfinpickerelraider744,City of Paackland,2,2035-05-04T00:00:00Z,Portmaster of Paackland,NA,NA,I can't control the wind but I can adjust the sail.,NA,Redfin Pickerel Raider,900,80,Solterrix,Solis PLC,Fishing
Junior Shurdlu,2035-05-12T00:00:00Z,2035-05-18T00:00:00Z,Paackland harbor reports,redfinpickerelraider744,City of Paackland,3,2035-05-04T00:00:00Z,Portmaster of Paackland,NA,NA,I can't control the wind but I can adjust the sail.,NA,Redfin Pickerel Raider,900,80,Solterrix,Solis PLC,Fishing
Clepper Jessen,2035-10-03T00:00:00Z,2035-10-11T00:00:00Z,South Paackland harbor reports,redfinpickerelraider744,City of South Paackland,0,2035-09-28T00:00:00Z,Portmaster of South Paackland,Life is better in flip flops.,What are you doing for Unification Day this year?,NA,I can't control the wind but I can adjust the sail.,Redfin Pickerel Raider,900,80,Solterrix,Solis PLC,Fishing
Haenyeo Hyun-Ki,2035-09-30T00:00:00Z,2035-10-09T00:00:00Z,Lomark harbor reports,tigermuskellungemaster012,City of Lomark,0,2035-09-23T00:00:00Z,Portmaster of Lomark,"The calmer the waters, the closer the storm.",Enjoy Offler Snack today!,"Island life is not just a place, it's a state of mind.","The cure for anything is salt water – sweat, tears, or the sea.",Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Clepper Jessen,2035-09-25T00:00:00Z,2035-10-02T00:00:00Z,Lomark harbor reports,tigermuskellungemaster012,City of Lomark,1,2035-09-23T00:00:00Z,Portmaster of Lomark,"The calmer the waters, the closer the storm.",Enjoy Offler Snack today!,"Island life is not just a place, it's a state of mind.","The cure for anything is salt water – sweat, tears, or the sea.",Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Clepper Jessen,2035-11-17T00:00:00Z,2035-11-19T00:00:00Z,Lomark harbor reports,tigermuskellungemaster012,City of Lomark,2,2035-11-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.",Enjoy Offler Snack today!,"Island life is not just a place, it's a state of mind.","The cure for anything is salt water – sweat, tears, or the sea.",Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Junior Shurdlu,2035-11-16T00:00:00Z,2035-11-21T00:00:00Z,Lomark harbor reports,tigermuskellungemaster012,City of Lomark,3,2035-11-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.",Enjoy Offler Snack today!,"Island life is not just a place, it's a state of mind.","The cure for anything is salt water – sweat, tears, or the sea.",Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Clepper Jessen,2035-11-07T00:00:00Z,2035-11-11T00:00:00Z,Lomark harbor reports,tigermuskellungemaster012,City of Lomark,4,2035-11-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.",Enjoy Offler Snack today!,"Island life is not just a place, it's a state of mind.","The cure for anything is salt water – sweat, tears, or the sea.",Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Haenyeo Hyun-Ki,2035-11-12T00:00:00Z,2035-11-17T00:00:00Z,Lomark harbor reports,tigermuskellungemaster012,City of Lomark,5,2035-11-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.",Its **First Transit** again today,"Island life is not just a place, it's a state of mind.","The cure for anything is salt water – sweat, tears, or the sea.",Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Junior Shurdlu,2035-04-16T00:00:00Z,2035-04-20T00:00:00Z,Lomark harbor reports,tigermuskellungemaster012,City of Lomark,6,2035-04-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.","Wow, its Memorialince of Labor's Past and Future again",The secret ingredient is always saltwater.,The ocean is a central image. It is the symbolism of a great journey.,Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Clepper Jessen,2035-05-05T00:00:00Z,2035-05-14T00:00:00Z,Lomark harbor reports,tigermuskellungemaster012,City of Lomark,7,2035-04-25T00:00:00Z,Portmaster of Lomark,"Boat more, worry less.",NA,"Life is like the ocean. It can be calm or still, and rough or rigid, but in the end, it is always beautiful.",The ocean is a central image. It is the symbolism of a great journey.,Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Haenyeo Hyun-Ki,2035-05-15T00:00:00Z,2035-05-23T00:00:00Z,Lomark harbor reports,tigermuskellungemaster012,City of Lomark,8,2035-05-05T00:00:00Z,Portmaster of Lomark,NA,NA,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",NA,Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Clepper Jessen,2035-08-21T00:00:00Z,2035-08-26T00:00:00Z,Himark harbor reports,tigermuskellungemaster012,City of Himark,0,2035-08-16T00:00:00Z,Portmaster of Himark,Ships at a distance have every man's wish on board.,Enjoy Minister's Day Observed today!,Happiness comes in waves.,"The goal is not to sail the boat, but rather to help the boat sail herself.",Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Haenyeo Hyun-Ki,2035-02-05T00:00:00Z,2035-02-15T00:00:00Z,Himark harbor reports,tigermuskellungemaster012,City of Himark,1,2035-02-05T00:00:00Z,Portmaster of Himark,Ships don't sink because of the water around them; ships sink because of the water that gets in them.,NA,NA,NA,Tiger Muskellunge Master,5100,90,Oceanus,Newton-Meyer,Fishing
Junior Shurdlu,2035-11-14T00:00:00Z,2035-11-23T00:00:00Z,Lomark harbor reports,sockeyesalmonseekerb95,City of Lomark,0,2035-11-07T00:00:00Z,Portmaster of Lomark,Why do we love the sea? It is because it has some potent power to make us think things we like to think.,Wonderful Broken Hogswatch to each of you!,"Island life is not just a place, it's a state of mind.","The cure for anything is salt water – sweat, tears, or the sea.",Sockeye Salmon Seeker,6600,90,Kethilim,Mcpherson-Wright,Fishing
Haenyeo Hyun-Ki,2035-11-13T00:00:00Z,2035-11-18T00:00:00Z,Lomark harbor reports,sockeyesalmonseekerb95,City of Lomark,1,2035-11-07T00:00:00Z,Portmaster of Lomark,Why do we love the sea? It is because it has some potent power to make us think things we like to think.,NA,"Island life is simple, just add water.","The cure for anything is salt water – sweat, tears, or the sea.",Sockeye Salmon Seeker,6600,90,Kethilim,Mcpherson-Wright,Fishing
Clepper Jessen,2035-07-24T00:00:00Z,2035-07-29T00:00:00Z,Paackland harbor reports,sockeyesalmonseekerb95,City of Paackland,0,2035-07-17T00:00:00Z,Portmaster of Paackland,Life takes you down many paths but my favorite ones lead to the beach.,Merry Offler Snack to you all!,"We are all in the same boat, in a stormy sea, and we owe each other a terrible loyalty.","The sea, the majestic sea, breaks everything, crushes everything, cleans everything, takes everything...from me.",Sockeye Salmon Seeker,6600,90,Kethilim,Mcpherson-Wright,Fishing
Clepper Jessen,2035-07-04T00:00:00Z,2035-07-08T00:00:00Z,Paackland harbor reports,sockeyesalmonseekerb95,City of Paackland,1,2035-07-02T00:00:00Z,Portmaster of Paackland,The sea hates a coward.,Merry Offler Snack to you all!,"We are all in the same boat, in a stormy sea, and we owe each other a terrible loyalty.","The sea, the majestic sea, breaks everything, crushes everything, cleans everything, takes everything...from me.",Sockeye Salmon Seeker,6600,90,Kethilim,Mcpherson-Wright,Fishing
Clepper Jessen,2035-08-20T00:00:00Z,2035-08-26T00:00:00Z,Paackland harbor reports,sockeyesalmonseekerb95,City of Paackland,2,2035-08-14T00:00:00Z,Portmaster of Paackland,NA,NA,A man is never lost at sea.,A sailor’s joy is as simple as a child’s.,Sockeye Salmon Seeker,6600,90,Kethilim,Mcpherson-Wright,Fishing
Junior Shurdlu,2035-10-25T00:00:00Z,2035-10-27T00:00:00Z,South Paackland harbor reports,sockeyesalmonseekerb95,City of South Paackland,0,2035-10-18T00:00:00Z,Portmaster of South Paackland,"Island life is like a palm tree, stand tall and weather the storms.",NA,"The sailor is the sea's husband, and she will not be widowed.",NA,Sockeye Salmon Seeker,6600,90,Kethilim,Mcpherson-Wright,Fishing
Haenyeo Hyun-Ki,2035-09-23T00:00:00Z,2035-09-27T00:00:00Z,Lomark harbor reports,trouttracker43b,City of Lomark,0,2035-09-23T00:00:00Z,Portmaster of Lomark,"The calmer the waters, the closer the storm.",Merry Anoia's Cleaning to you all!,The secret ingredient is always saltwater.,"The cure for anything is salt water – sweat, tears, or the sea.",Trout Tracker,2400,90,Oceanus,"Cordova, Ritter and Flores",Fishing
Junior Shurdlu,2035-11-14T00:00:00Z,2035-11-23T00:00:00Z,Lomark harbor reports,trouttracker43b,City of Lomark,1,2035-11-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.",Merry Anoia's Cleaning to you all!,The secret ingredient is always saltwater.,"The cure for anything is salt water – sweat, tears, or the sea.",Trout Tracker,2400,90,Oceanus,"Cordova, Ritter and Flores",Fishing
Haenyeo Hyun-Ki,2035-11-17T00:00:00Z,2035-11-19T00:00:00Z,Lomark harbor reports,trouttracker43b,City of Lomark,2,2035-11-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.",Merry Anoia's Cleaning to you all!,The secret ingredient is always saltwater.,"The cure for anything is salt water – sweat, tears, or the sea.",Trout Tracker,2400,90,Oceanus,"Cordova, Ritter and Flores",Fishing
Haenyeo Hyun-Ki,2035-11-10T00:00:00Z,2035-11-14T00:00:00Z,Lomark harbor reports,trouttracker43b,City of Lomark,3,2035-11-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.",Merry Anoia's Cleaning to you all!,The secret ingredient is always saltwater.,"The cure for anything is salt water – sweat, tears, or the sea.",Trout Tracker,2400,90,Oceanus,"Cordova, Ritter and Flores",Fishing
Clepper Jessen,2035-11-15T00:00:00Z,2035-11-24T00:00:00Z,Lomark harbor reports,trouttracker43b,City of Lomark,4,2035-11-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.",Merry Anoia's Cleaning to you all!,The secret ingredient is always saltwater.,"The cure for anything is salt water – sweat, tears, or the sea.",Trout Tracker,2400,90,Oceanus,"Cordova, Ritter and Flores",Fishing
Clepper Jessen,2035-04-16T00:00:00Z,2035-04-24T00:00:00Z,Lomark harbor reports,trouttracker43b,City of Lomark,5,2035-04-07T00:00:00Z,Portmaster of Lomark,"Island life is a treasure, don't rush to find it.",Wonderful Lunch of VonLipwig to each of you!,The secret ingredient is always saltwater.,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",Trout Tracker,2400,90,Oceanus,"Cordova, Ritter and Flores",Fishing
Haenyeo Hyun-Ki,2035-06-09T00:00:00Z,2035-06-14T00:00:00Z,Lomark harbor reports,trouttracker43b,City of Lomark,6,2035-05-30T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",NA,The secret ingredient is always saltwater.,The ocean is a central image. It is the symbolism of a great journey.,Trout Tracker,2400,90,Oceanus,"Cordova, Ritter and Flores",Fishing
Haenyeo Hyun-Ki,2035-08-16T00:00:00Z,2035-08-20T00:00:00Z,Lomark harbor reports,trouttracker43b,City of Lomark,7,2035-08-11T00:00:00Z,Portmaster of Lomark,NA,NA,"Island life is like a palm tree, stand tall and weather the storms.","The sea! The sea! The open sea! The blue, the fresh, the ever free!",Trout Tracker,2400,90,Oceanus,"Cordova, Ritter and Flores",Fishing
Clepper Jessen,2035-08-21T00:00:00Z,2035-08-29T00:00:00Z,Himark harbor reports,trouttracker43b,City of Himark,0,2035-08-16T00:00:00Z,Portmaster of Himark,"There is nothing more enticing, disenchanting, and enslaving than the life at sea.",NA,The sea is as near as we come to another world.,"The goal is not to sail the boat, but rather to help the boat sail herself.",Trout Tracker,2400,90,Oceanus,"Cordova, Ritter and Flores",Fishing
Haenyeo Hyun-Ki,2035-11-12T00:00:00Z,2035-11-13T00:00:00Z,Lomark harbor reports,atlanticcodcatcherca6,City of Lomark,0,2035-11-07T00:00:00Z,Portmaster of Lomark,"A lot of people ask me if I were shipwrecked, and could only have one book, what would it be? I always say 'How to Build a Boat.'",Enjoy Offler Snack today!,"Island life is simple, just add water.","The cure for anything is salt water – sweat, tears, or the sea.",Atlantic Cod Catcher,6200,80,Oceanus,"Miller, Smith and Reed",Fishing
Haenyeo Hyun-Ki,2035-11-17T00:00:00Z,2035-11-25T00:00:00Z,Lomark harbor reports,atlanticcodcatcherca6,City of Lomark,1,2035-11-07T00:00:00Z,Portmaster of Lomark,"I must go down to the sea again, to the lonely sea and the sky. And all I ask is a tall ship and a star to steer her by.",Wonderful Broken Hogswatch to each of you!,"Island life is simple, just add water.","The cure for anything is salt water – sweat, tears, or the sea.",Atlantic Cod Catcher,6200,80,Oceanus,"Miller, Smith and Reed",Fishing
Clepper Jessen,2035-08-23T00:00:00Z,2035-08-29T00:00:00Z,Paackland harbor reports,atlanticcodcatcherca6,City of Paackland,0,2035-08-21T00:00:00Z,Portmaster of Paackland,Life's roughest storms prove the strength of our anchors.,Merry Offler Snack to you all!,"We are all in the same boat, in a stormy sea, and we owe each other a terrible loyalty.","The sea! The sea! The open sea! The blue, the fresh, the ever free!",Atlantic Cod Catcher,6200,80,Oceanus,"Miller, Smith and Reed",Fishing
Clepper Jessen,2035-05-19T00:00:00Z,2035-05-20T00:00:00Z,Paackland harbor reports,atlanticcodcatcherca6,City of Paackland,1,2035-05-09T00:00:00Z,Portmaster of Paackland,"The cure for anything is salt water – sweat, tears, or the sea.",Merry Unification Day to you all!,The sea finds out everything you did wrong.,"The sea! The sea! The open sea! The blue, the fresh, the ever free!",Atlantic Cod Catcher,6200,80,Oceanus,"Miller, Smith and Reed",Fishing
